real_time,timestamp_s,seq,rel_pitch_deg,rel_roll_deg,avg_pitch_deg,avg_roll_deg,accel_x_1,accel_y_1,accel_z_1,gyro_x_1,gyro_y_1,gyro_z_1,accel_x_2,accel_y_2,accel_z_2,gyro_x_2,gyro_y_2,gyro_z_2,q1w,q1x,q1y,q1z,q2w,q2x,q2y,q2z,temp1_C,temp2_C,madgwick_beta1,madgwick_beta2
21:26:45.974,8934.7351,446543,2.115,0.097,1.135,0.045,0.7585,-0.0325,-0.8914,0.02212,-0.12271,0.002,1.0078,0.0288,0.061,-0.05836,0.01239,-0.02638,0.65709,-0.03381,-0.75305,-0.00056,0.72816,0.01946,-0.68513,-0.00017,49.71,53.2,0.02,0.0725
21:26:45.989,8934.7551,446544,2.036,0.103,1.153,0.046,0.7583,-0.0354,-0.8845,0.02332,-0.11818,0.00346,1.0063,0.0291,0.0591,-0.05955,0.01212,-0.02491,0.65683,-0.03383,-0.75328,-0.00056,0.72745,0.0196,-0.68588,-0.00028,49.71,53.19,0.02,0.0737
21:26:46.018,8934.7751,446545,2.191,0.099,1.172,0.047,0.7583,-0.0366,-0.8918,0.02398,-0.11738,0.00533,1.0061,0.0281,0.0618,-0.05902,0.01372,-0.02478,0.65657,-0.03385,-0.7535,-0.00054,0.72814,0.01932,-0.68515,-3e-05,49.71,53.2,0.02,0.0737
21:26:46.020,8934.7951,446546,2.115,0.106,1.19,0.048,0.7576,-0.0332,-0.8975,0.02252,-0.11991,0.002,1.0049,0.0286,0.0601,-0.05875,0.01319,-0.02651,0.6563,-0.03385,-0.75374,-0.00056,0.72743,0.01957,-0.6859,-0.00025,49.7,53.2,0.02,0.0747
21:26:46.049,8934.8151,446547,2.273,0.105,1.21,0.049,0.7595,-0.0347,-0.8887,0.02332,-0.11964,0.00413,1.0034,0.0305,0.0627,-0.05889,0.01226,-0.02571,0.65603,-0.03386,-0.75397,-0.00056,0.72814,0.01983,-0.68514,-0.00052,49.71,53.19,0.02,0.0756
21:26:46.064,8934.8351,446548,2.232,0.107,1.229,0.05,0.7576,-0.032,-0.8882,0.02265,-0.11764,0.0032,1.0024,0.0283,0.0598,-0.05875,0.01306,-0.02571,0.65577,-0.03387,-0.7542,-0.00056,0.72766,0.019,-0.68567,0.00028,49.7,53.2,0.02,0.0766
21:26:46.079,8934.8551,446549,2.392,0.105,1.25,0.051,0.7534,-0.0332,-0.8892,0.02398,-0.11724,0.0044,1.0059,0.0278,0.0625,-0.05849,0.01252,-0.02478,0.65551,-0.03388,-0.75443,-0.00056,0.72838,0.01906,-0.68491,0.00021,49.72,53.19,0.02,0.0738
21:26:46.109,8934.8751,446550,2.484,0.11,1.271,0.052,0.7583,-0.0352,-0.8894,0.02172,-0.12084,0.00147,1.0083,0.0317,0.063,-0.05862,0.01172,-0.02638,0.65522,-0.03389,-0.75467,-0.00058,0.72867,0.02,-0.68458,-0.00069,49.71,53.19,0.02,0.0719
21:26:46.138,8934.8951,446551,2.516,0.11,1.293,0.053,0.759,-0.0337,-0.8899,0.02238,-0.11578,0.00386,1.0051,0.0278,0.0623,-0.05849,0.01332,-0.02611,0.65498,-0.03391,-0.75489,-0.00058,0.72864,0.01892,-0.68464,0.00033,49.69,53.18,0.02,0.0744
21:26:46.140,8934.9151,446552,2.459,0.115,1.313,0.054,0.7598,-0.0337,-0.8884,0.02491,-0.11791,0.00493,1.0007,0.0278,0.0615,-0.05889,0.01199,-0.02398,0.65472,-0.03392,-0.75511,-0.00056,0.72806,0.01966,-0.68523,-0.00035,49.71,53.2,0.02,0.0778
